EMP NO,TRAINING CODE
STAFF-1886,2
STAFF-1886,17
STAFF-1886,20
STAFF-1887,12
STAFF-1887,14
STAFF-1887,5
STAFF-1888,11
STAFF-1888,13
STAFF-1888,14
STAFF-1888,9
STAFF-1888,10
STAFF-1888,12
STAFF-1891,10
STAFF-1891,4
STAFF-1891,18
STAFF-1892,7
STAFF-1892,13
STAFF-1895,7
STAFF-1895,11
STAFF-1895,15
STAFF-1895,19
STAFF-1896,7
STAFF-1896,19
STAFF-1896,19
STAFF-1898,2
STAFF-1898,18
STAFF-1899,14
STAFF-1899,15
STAFF-1900,17
STAFF-1900,9
STAFF-1900,13
STAFF-1901,16
STAFF-1901,2
STAFF-1902,16
STAFF-1902,16
STAFF-1902,8
STAFF-1903,9
STAFF-1903,1
STAFF-1903,18
STAFF-1904,15
STAFF-1904,20
STAFF-1905,17
STAFF-1905,20
STAFF-1905,16
STAFF-1905,20
STAFF-1905,10
STAFF-1906,5
STAFF-1906,11
STAFF-1906,15
STAFF-1908,6
STAFF-1908,6
STAFF-1909,3
STAFF-1909,15
STAFF-1910,5
STAFF-1910,4
STAFF-1910,10
STAFF-1912,7
STAFF-1912,8
STAFF-1913,11
STAFF-1913,8
STAFF-1913,15
STAFF-1914,5
STAFF-1914,17
STAFF-1914,10
STAFF-1914,18
STAFF-1914,9
STAFF-1915,12
STAFF-1915,8
STAFF-1915,12
STAFF-1916,8
STAFF-1916,13
STAFF-1916,7
STAFF-1918,5
STAFF-1918,9
STAFF-1918,15
STAFF-1919,17
STAFF-1919,4
STAFF-1919,17
STAFF-1920,10
STAFF-1920,8
STAFF-1921,10
STAFF-1921,12
STAFF-1921,12
STAFF-1921,15
STAFF-1921,3
STAFF-1921,20
STAFF-1922,12
STAFF-1922,8
STAFF-1922,20
STAFF-1924,13
STAFF-1924,1
STAFF-1924,18
STAFF-1925,7
STAFF-1925,6
STAFF-1925,6
STAFF-1925,17
STAFF-1926,19
STAFF-1926,6
STAFF-1927,7
STAFF-1927,13
STAFF-1927,6
STAFF-1927,5
STAFF-1927,19
STAFF-1928,13
STAFF-1928,1
STAFF-1928,11
STAFF-1929,7
STAFF-1929,14
STAFF-1929,14
STAFF-1929,16
STAFF-1929,7
STAFF-1930,10
STAFF-1930,5
STAFF-1931,10
STAFF-1931,17
STAFF-1932,15
STAFF-1935,6
STAFF-1935,10
STAFF-1935,14
STAFF-1937,13
STAFF-1937,12
STAFF-1937,5
STAFF-1938,7
STAFF-1938,14
STAFF-1938,20
STAFF-1938,13
STAFF-1939,3
STAFF-1939,16
STAFF-1939,8
STAFF-1939,3
STAFF-1939,12
STAFF-1940,4
STAFF-1940,5
STAFF-1940,5
STAFF-1942,17
STAFF-1942,10
STAFF-1942,13
STAFF-1942,7
STAFF-1943,17
STAFF-1943,5
STAFF-1943,19
STAFF-1944,14
STAFF-1944,16
STAFF-1944,7
STAFF-1945,9
STAFF-1945,3
STAFF-1945,6
STAFF-1946,18
STAFF-1946,18
STAFF-1946,17
STAFF-1947,10
STAFF-1948,1
STAFF-1948,5
STAFF-1948,6
STAFF-1950,13
STAFF-1950,7
STAFF-1951,7
STAFF-1951,20
STAFF-1952,2
STAFF-1952,15
STAFF-1952,20
STAFF-1953,7
STAFF-1953,20
STAFF-1953,6
STAFF-1954,12
STAFF-1954,7
STAFF-1955,12
STAFF-1955,9
STAFF-1956,12
STAFF-1956,4
STAFF-1957,10
STAFF-1957,1
STAFF-1957,11
STAFF-1957,9
STAFF-1959,9
STAFF-1959,15
STAFF-1960,17
STAFF-1960,12
STAFF-1961,14
STAFF-1961,4
STAFF-1961,3
STAFF-1961,1
STAFF-1961,18
STAFF-1962,2
STAFF-1962,6
STAFF-1962,16
STAFF-1963,6
STAFF-1963,7
STAFF-1964,20
STAFF-1965,16
STAFF-1965,12
STAFF-1969,2
STAFF-1969,5
STAFF-1969,20
STAFF-1970,8
STAFF-1970,6
STAFF-1970,14
STAFF-1971,6
STAFF-1971,13
STAFF-1971,12
STAFF-1971,9
STAFF-1972,10
STAFF-1972,5
STAFF-1973,19
STAFF-1973,3
STAFF-1973,15
STAFF-1973,14
STAFF-1973,12
STAFF-1974,8
STAFF-1974,2
STAFF-1974,10
STAFF-1975,5
STAFF-1975,17
STAFF-1975,1
STAFF-1976,5
STAFF-1976,14
STAFF-1977,17
STAFF-1977,18
STAFF-1977,15
STAFF-1978,16
STAFF-1978,13
STAFF-1978,9
STAFF-1980,4
STAFF-1980,7
STAFF-1980,19
STAFF-1980,1
STAFF-1981,10
STAFF-1981,5
STAFF-1983,19
STAFF-1983,12
STAFF-1983,6
STAFF-1983,3
STAFF-1984,6
STAFF-1984,15
STAFF-1984,17
STAFF-1985,12
STAFF-1985,14
STAFF-1985,18
STAFF-1985,18
STAFF-1985,6
STAFF-1985,2
STAFF-1986,7
STAFF-1986,3
STAFF-1987,7
STAFF-1987,5
STAFF-1988,6
STAFF-1988,11
STAFF-1988,4
STAFF-1989,17
STAFF-1989,13
STAFF-1990,10
STAFF-1991,19
STAFF-1991,1
STAFF-1991,15
STAFF-1991,9
STAFF-1992,10
STAFF-1992,6
STAFF-1992,17
STAFF-1993,1
STAFF-1993,6
STAFF-1995,6
STAFF-1995,18
STAFF-1996,12
STAFF-1996,11
STAFF-1996,9
STAFF-1996,11
STAFF-1997,11
STAFF-1997,1
STAFF-1997,6
STAFF-1997,15
STAFF-1997,4
STAFF-1998,1
STAFF-1998,9
STAFF-1999,5
STAFF-1999,5
STAFF-2000,10
STAFF-2000,9
STAFF-2000,4
STAFF-2000,10
STAFF-2000,8
STAFF-2000,20
STAFF-2002,8
STAFF-2002,16
STAFF-2002,12
STAFF-2002,6
STAFF-2002,11
STAFF-2003,7
STAFF-2003,19
STAFF-2004,5
STAFF-2004,6
STAFF-2005,7
STAFF-2005,17
STAFF-2005,4
STAFF-2006,4
STAFF-2007,5
STAFF-2007,6
STAFF-2008,19
STAFF-2008,4
STAFF-2009,6
STAFF-2009,8
STAFF-2010,17
STAFF-2010,20
STAFF-2010,10
STAFF-2010,7
STAFF-2011,13
STAFF-2011,2
STAFF-2012,12
STAFF-2012,13
STAFF-2014,10
STAFF-2014,19
STAFF-2014,6
STAFF-2015,1
STAFF-2015,8
STAFF-2015,10
STAFF-2017,15
STAFF-2017,4
STAFF-2017,14
STAFF-2017,3
STAFF-2017,20
STAFF-2018,3
STAFF-2018,4
STAFF-2018,12
STAFF-2019,3
STAFF-2019,10
STAFF-2019,14
STAFF-2021,7
STAFF-2021,5
STAFF-2021,3
STAFF-2021,18
STAFF-2021,17
STAFF-2023,20
STAFF-2024,18
STAFF-2024,10
STAFF-2024,2
STAFF-2025,4
STAFF-2025,13
STAFF-2026,19
STAFF-2026,17
STAFF-2026,7
STAFF-2028,18
STAFF-2028,16
STAFF-2029,10
STAFF-2029,9
STAFF-2029,3
STAFF-2029,1
STAFF-2030,2
STAFF-2030,16
STAFF-2030,10
STAFF-2031,11
STAFF-2031,14
STAFF-2031,20
STAFF-2032,19
STAFF-2032,2
STAFF-2033,10
STAFF-2033,14
STAFF-2033,5
STAFF-2034,8
STAFF-2035,5
STAFF-2035,7
STAFF-2036,6
STAFF-2036,18
STAFF-2037,11
STAFF-2038,6
STAFF-2038,20
STAFF-2038,7
STAFF-2038,6
STAFF-2040,3
STAFF-2040,6
STAFF-2040,7
STAFF-2040,11
STAFF-2041,19
STAFF-2041,2
STAFF-2041,1
STAFF-2042,14
STAFF-2042,12
STAFF-2042,6
STAFF-2044,17
STAFF-2044,18
STAFF-2044,8
STAFF-2046,11
STAFF-2046,17
STAFF-2046,9
STAFF-2047,19
STAFF-2047,2
STAFF-2048,14
STAFF-2048,17
STAFF-2048,3
STAFF-2051,5
STAFF-2051,8
STAFF-2051,3
STAFF-2051,16
STAFF-2053,13
STAFF-2053,6
STAFF-2054,17
STAFF-2054,3
STAFF-2054,15
STAFF-2055,19
STAFF-2055,12
STAFF-2055,15
STAFF-2055,12
STAFF-2055,13
STAFF-2055,19
STAFF-2056,5
STAFF-2056,10
STAFF-2056,12
STAFF-2056,20
STAFF-2057,7
STAFF-2057,10
STAFF-2057,15
STAFF-2058,6
STAFF-2058,6
STAFF-2058,13
STAFF-2059,15
STAFF-2059,16
STAFF-2059,8
STAFF-2060,3
STAFF-2060,10
STAFF-2060,20
STAFF-2063,10
STAFF-2063,8
STAFF-2063,3
STAFF-2064,1
STAFF-2064,2
STAFF-2064,16
STAFF-2065,5
STAFF-2065,5
STAFF-2065,4
STAFF-2066,16
STAFF-2066,15
STAFF-2067,5
STAFF-2069,1
STAFF-2069,13
STAFF-2069,19
STAFF-2069,4
STAFF-2069,13
STAFF-2069,17
STAFF-2070,3
STAFF-2070,15
STAFF-2071,10
STAFF-2071,1
STAFF-2072,19
STAFF-2072,16
STAFF-2072,1
STAFF-2073,18
STAFF-2073,12
STAFF-2073,16
STAFF-2073,8
STAFF-2073,9
STAFF-2074,19
STAFF-2074,2
STAFF-2074,17
STAFF-2075,9
STAFF-2076,4
STAFF-2076,20
STAFF-2076,6
STAFF-2077,11
STAFF-2077,18
STAFF-2077,2
STAFF-2078,4
STAFF-2078,14
STAFF-2078,19
STAFF-2079,1
STAFF-2079,3
STAFF-2080,14
STAFF-2080,16
STAFF-2080,5
STAFF-2081,14
STAFF-2081,8
STAFF-2081,7
STAFF-2082,8
STAFF-2082,12
STAFF-2083,3
STAFF-2083,19
STAFF-2083,9
STAFF-2083,12
STAFF-2083,10
STAFF-2083,16
STAFF-2084,18
STAFF-2084,14
STAFF-2085,18
STAFF-2085,4
STAFF-2086,10
STAFF-2086,13
STAFF-2087,16
STAFF-2087,4
STAFF-2087,8
STAFF-2088,15
STAFF-2088,4
STAFF-2088,7
STAFF-2089,6
STAFF-2089,11
STAFF-2091,4
STAFF-2091,16
STAFF-2092,13
STAFF-2093,9
STAFF-2093,12
STAFF-2094,6
STAFF-2094,3
STAFF-2095,12
STAFF-2095,9
STAFF-2095,19
STAFF-2096,17
STAFF-2096,6
STAFF-2096,12
STAFF-2097,8
STAFF-2098,18
STAFF-2098,10
STAFF-2100,1
STAFF-2100,11
STAFF-2100,7
STAFF-2101,10
STAFF-2101,9
STAFF-2102,13
STAFF-2102,13
STAFF-2102,20
STAFF-2104,12
STAFF-2104,8
STAFF-2105,6
STAFF-2105,16
STAFF-2106,8
STAFF-2106,3
STAFF-2107,7
STAFF-2107,2
STAFF-2107,16
STAFF-2108,2
STAFF-2108,1
STAFF-2109,20
STAFF-2109,14
STAFF-2109,4
STAFF-2109,13
STAFF-2111,13
STAFF-2111,5
STAFF-2111,17
STAFF-2111,5
STAFF-2111,6
STAFF-2113,17
STAFF-2113,6
STAFF-2113,15
STAFF-2115,4
STAFF-2115,5
STAFF-2118,12
STAFF-2118,17
STAFF-2119,10
STAFF-2119,9
STAFF-2119,2
STAFF-2122,15
STAFF-2122,2
STAFF-2124,5
STAFF-2124,14
STAFF-2125,11
STAFF-2125,10
STAFF-2125,4
STAFF-2126,8
STAFF-2126,16
STAFF-2126,9
STAFF-2126,4
STAFF-2126,8
STAFF-2126,8
STAFF-2127,2
STAFF-2128,19
STAFF-2128,2
STAFF-2128,10
STAFF-2129,6
STAFF-2129,12
STAFF-2130,5
STAFF-2130,6
STAFF-2131,8
STAFF-2131,16
STAFF-2131,5
STAFF-2132,2
STAFF-2132,4
STAFF-2133,9
STAFF-2133,19
STAFF-2134,3
STAFF-2134,16
STAFF-2134,5
STAFF-2134,19
STAFF-2134,8
STAFF-2134,4
STAFF-2135,15
STAFF-2135,3
STAFF-2135,15
STAFF-2136,14
STAFF-2136,16
STAFF-2136,19
STAFF-2138,2
STAFF-2138,6
STAFF-2139,10
STAFF-2139,14
STAFF-2140,5
STAFF-2140,17
STAFF-2140,5
STAFF-2141,19
STAFF-2141,19
STAFF-2141,17
STAFF-2141,19
STAFF-2141,15
STAFF-2141,20
STAFF-2144,13
STAFF-2144,17
STAFF-2145,5
STAFF-2145,4
STAFF-2146,4
STAFF-2146,8
STAFF-2148,15
STAFF-2148,16
STAFF-2148,10
STAFF-2150,16
STAFF-2150,14
STAFF-2150,19
STAFF-2150,16
STAFF-2150,5
STAFF-2151,16
STAFF-2151,14
STAFF-2151,3
STAFF-2151,17
STAFF-2151,3
STAFF-2152,15
STAFF-2152,8
STAFF-2152,17
STAFF-2153,16
STAFF-2153,6
STAFF-2155,4
STAFF-2155,1
STAFF-2155,12
STAFF-2156,3
STAFF-2156,14
STAFF-2157,2
STAFF-2158,15
STAFF-2158,14
STAFF-2159,20
STAFF-2159,17
STAFF-2159,11
STAFF-2161,19
STAFF-2161,20
STAFF-2161,11
STAFF-2162,14
STAFF-2162,16
STAFF-2162,19
STAFF-2164,9
STAFF-2164,13
STAFF-2166,16
STAFF-2166,19
STAFF-2166,5
STAFF-2166,5
STAFF-2167,8
STAFF-2167,16
STAFF-2168,2
STAFF-2169,16
STAFF-2169,13
STAFF-2170,16
STAFF-2170,5
STAFF-2171,9
STAFF-2171,1
STAFF-2172,17
STAFF-2172,1
STAFF-2175,19
STAFF-2175,18
STAFF-2177,12
STAFF-2177,7
STAFF-2177,16
STAFF-2178,2
STAFF-2178,2
STAFF-2178,10
STAFF-2178,16
STAFF-2178,1
STAFF-2178,15
STAFF-2180,4
STAFF-2181,12
STAFF-2181,4
STAFF-2182,3
STAFF-2182,4
STAFF-2183,13
STAFF-2183,17
STAFF-2183,1
STAFF-2184,7
STAFF-2184,18
STAFF-2184,15
STAFF-2184,6
STAFF-2187,15
STAFF-2187,13
STAFF-2188,8
STAFF-2188,5
STAFF-2188,17
STAFF-2190,6
STAFF-2190,18
STAFF-2190,16
STAFF-2191,6
STAFF-2191,2
STAFF-2191,12
STAFF-2191,19
STAFF-2191,10
STAFF-2191,16
STAFF-2192,13
STAFF-2192,6
STAFF-2192,6
STAFF-2193,13
STAFF-2193,1
STAFF-2194,16
STAFF-2194,14
STAFF-2194,8
STAFF-2194,6
STAFF-2195,5
STAFF-2195,14
STAFF-2195,20
STAFF-2196,14
STAFF-2196,6
STAFF-2196,13
STAFF-2196,6
STAFF-2196,17
STAFF-2197,16
STAFF-2197,14
STAFF-2197,13
STAFF-2197,12
STAFF-2199,12
STAFF-2199,6
STAFF-2199,12
STAFF-2200,3
STAFF-2200,20
STAFF-2200,1
STAFF-2201,9
STAFF-2204,11
STAFF-2204,3
STAFF-2205,15
STAFF-2205,7
STAFF-2205,19
STAFF-2207,18
STAFF-2207,17
STAFF-2208,15
STAFF-2208,10
STAFF-2209,18
STAFF-2209,6
STAFF-2209,19
STAFF-2209,20
STAFF-2210,15
STAFF-2210,18
STAFF-2211,19
STAFF-2211,20
STAFF-2212,15
STAFF-2213,14
STAFF-2213,13
STAFF-2213,16
STAFF-2214,15
STAFF-2214,18
STAFF-2217,20
STAFF-2217,14
STAFF-2218,17
STAFF-2218,14
STAFF-2218,17
STAFF-2218,7
STAFF-2218,13
STAFF-2219,14
STAFF-2219,17
STAFF-2220,19
STAFF-2220,17
STAFF-2221,7
STAFF-2221,11
STAFF-2221,15
STAFF-2222,4
STAFF-2222,15
STAFF-2222,6
STAFF-2223,1
STAFF-2223,4
STAFF-2223,19
STAFF-2223,18
STAFF-2223,15
STAFF-2225,8
STAFF-2225,12
STAFF-2225,17
STAFF-2225,8
STAFF-2226,12
STAFF-2226,18
STAFF-2226,19
STAFF-2226,15
STAFF-2227,12
STAFF-2227,15
STAFF-2228,18
STAFF-2228,2
STAFF-2228,12
STAFF-2229,11
STAFF-2229,3
STAFF-2229,10
STAFF-2229,15
STAFF-2229,10
STAFF-2232,17
STAFF-2232,11
STAFF-2235,7
STAFF-2235,16
STAFF-2236,11
STAFF-2237,5
STAFF-2237,4
STAFF-2237,7
STAFF-2238,8
STAFF-2238,12
STAFF-2238,2
STAFF-2238,13
STAFF-2239,15
STAFF-2239,7
STAFF-2239,1
STAFF-2239,13
STAFF-2239,15
STAFF-2239,4
STAFF-2240,1
STAFF-2240,11
STAFF-2240,15
STAFF-2240,3
STAFF-2241,6
STAFF-2241,17
STAFF-2241,18
STAFF-2241,18
STAFF-2242,6
STAFF-2242,16
STAFF-2242,10
STAFF-2242,9
STAFF-2244,19
STAFF-2244,6
STAFF-2247,3
STAFF-2247,12
STAFF-2247,12
STAFF-2247,18
STAFF-2247,10
STAFF-2248,20
STAFF-2249,4
STAFF-2249,7
STAFF-2249,4
STAFF-2249,5
STAFF-2249,3
STAFF-2253,19
STAFF-2253,18
STAFF-2253,10
STAFF-2256,6
STAFF-2256,14
STAFF-2256,15
STAFF-2257,18
STAFF-2257,8
STAFF-2258,16
STAFF-2258,3
STAFF-2258,20
STAFF-2259,1
STAFF-2259,15
STAFF-2260,11
STAFF-2260,6
STAFF-2260,11
STAFF-2260,19
STAFF-2261,8
STAFF-2261,12
STAFF-2262,3
STAFF-2263,18
STAFF-2263,4
STAFF-2263,7
STAFF-2264,11
STAFF-2264,11
STAFF-2264,4
STAFF-2265,15
STAFF-2265,10
STAFF-2266,4
STAFF-2268,5
STAFF-2268,7
STAFF-2269,11
STAFF-2269,17
STAFF-2269,15
STAFF-2269,16
STAFF-2269,14
STAFF-2269,16
STAFF-2270,18
STAFF-2270,6
STAFF-2272,14
STAFF-2272,14
STAFF-2272,7
STAFF-2272,6
STAFF-2273,15
STAFF-2273,2
STAFF-2274,16
STAFF-2274,11
STAFF-2274,8
STAFF-2275,11
STAFF-2275,12
STAFF-2275,17
STAFF-2276,17
STAFF-2276,6
STAFF-2276,4
STAFF-2277,11
STAFF-2277,5
STAFF-2278,5
STAFF-2278,7
STAFF-2278,20
STAFF-2279,7
STAFF-2279,15
STAFF-2280,12
STAFF-2280,8
STAFF-2281,3
STAFF-2281,3
STAFF-2284,3
STAFF-2284,2
STAFF-2284,17
STAFF-2284,19
STAFF-2286,16
STAFF-2286,12
STAFF-2288,14
STAFF-2288,4
STAFF-2288,6
STAFF-2289,11
STAFF-2289,16
STAFF-2291,5
STAFF-2291,10
STAFF-2291,5
STAFF-2293,16
STAFF-2293,19
STAFF-2293,10
STAFF-2294,10
STAFF-2294,15
STAFF-2295,8
STAFF-2295,2
STAFF-2297,12
STAFF-2297,3
STAFF-2298,15
STAFF-2298,13
STAFF-2298,4
STAFF-2299,2
STAFF-2299,19
STAFF-2299,15
STAFF-2300,9
STAFF-2300,20
STAFF-2301,15
STAFF-2301,15
STAFF-2301,5
STAFF-2302,2
STAFF-2302,18
STAFF-2304,20
STAFF-2304,20
STAFF-2304,1
STAFF-2305,3
STAFF-2305,3
STAFF-2306,13
STAFF-2306,11
STAFF-2306,6
STAFF-2306,18
STAFF-2306,3
STAFF-2307,9
STAFF-2307,5
STAFF-2307,4
STAFF-2307,18
STAFF-2308,7
STAFF-2308,14
STAFF-2309,14
STAFF-2309,12
STAFF-2310,14
STAFF-2310,16
STAFF-2312,12
STAFF-2312,17
STAFF-2312,4
STAFF-2312,1
STAFF-2312,11
STAFF-2312,1
STAFF-2313,17
STAFF-2313,16
STAFF-2315,6
STAFF-2315,12
STAFF-2316,20
STAFF-2316,7
STAFF-2316,2
STAFF-2317,7
STAFF-2317,13
STAFF-2319,14
STAFF-2319,1
STAFF-2319,13
STAFF-2320,5
STAFF-2320,2
STAFF-2321,14
STAFF-2321,19
STAFF-2321,8
STAFF-2322,6
STAFF-2322,5
STAFF-2323,2
STAFF-2323,5
STAFF-2324,19
STAFF-2324,17
STAFF-2326,19
STAFF-2326,19
STAFF-2326,14
STAFF-2327,7
STAFF-2327,16
STAFF-2327,3
STAFF-2327,20
STAFF-2328,10
STAFF-2328,1
STAFF-2328,4
STAFF-2328,20
STAFF-2329,17
STAFF-2329,18
STAFF-2329,6
STAFF-2330,6
STAFF-2330,5
STAFF-2331,14
STAFF-2331,5
STAFF-2331,3
STAFF-2332,8
STAFF-2332,8
STAFF-2332,12
STAFF-2333,6
STAFF-2333,20
STAFF-2333,9
STAFF-2334,2
STAFF-2334,5
STAFF-2335,12
STAFF-2335,14
STAFF-2336,16
STAFF-2336,10
STAFF-2337,18
STAFF-2337,10
STAFF-2337,3
STAFF-2337,19
STAFF-2337,1
STAFF-2338,18
STAFF-2338,9
STAFF-2339,3
STAFF-2339,11
STAFF-2339,7
STAFF-2339,14
STAFF-2340,1
STAFF-2340,4
STAFF-2341,4
STAFF-2341,6
STAFF-2341,17
STAFF-2341,9
STAFF-2341,2
STAFF-2341,8
STAFF-2342,13
STAFF-2342,16
STAFF-2342,7
STAFF-2342,8
STAFF-2342,11
STAFF-2342,12
STAFF-2343,6
STAFF-2343,1
STAFF-2343,13
STAFF-2344,16
STAFF-2344,17
STAFF-2345,1
STAFF-2345,2
STAFF-2345,9
STAFF-2345,16
STAFF-2345,13
STAFF-2347,5
STAFF-2347,12
STAFF-2347,3
STAFF-2347,6
STAFF-2347,9
STAFF-2348,19
STAFF-2348,15
STAFF-2349,8
STAFF-2349,3
STAFF-2350,9
STAFF-2350,6
STAFF-2351,17
STAFF-2351,20
STAFF-2352,4
STAFF-2352,16
STAFF-2353,20
STAFF-2353,2
STAFF-2354,1
STAFF-2354,9
STAFF-2355,14
STAFF-2355,15
STAFF-2355,16
STAFF-2355,8
STAFF-2356,5
STAFF-2356,2
STAFF-2357,10
STAFF-2357,15
STAFF-2358,14
STAFF-2358,19
STAFF-2358,18
STAFF-2359,12
STAFF-2359,20
STAFF-2360,5
STAFF-2360,2
STAFF-2360,2
STAFF-2360,11
STAFF-2360,10
STAFF-2361,7
STAFF-2361,1
STAFF-2361,8
STAFF-2361,2
STAFF-2361,3
STAFF-2362,1
STAFF-2362,7
STAFF-2362,20
STAFF-2363,3
STAFF-2363,7
STAFF-2364,18
STAFF-2364,4
STAFF-2366,12
STAFF-2366,20
STAFF-2368,8
STAFF-2368,20
STAFF-2368,15
STAFF-2370,20
STAFF-2370,11
STAFF-2371,2
STAFF-2371,17
STAFF-2371,5
STAFF-2372,13
STAFF-2372,6
STAFF-2372,20
STAFF-2372,19
STAFF-2372,18
STAFF-2373,15
STAFF-2373,4
STAFF-2373,12
STAFF-2373,14
STAFF-2373,18
STAFF-2373,9
STAFF-2374,15
STAFF-2374,5
STAFF-2375,17
STAFF-2375,5
STAFF-2376,19
STAFF-2376,18
STAFF-2376,5
STAFF-2376,1
STAFF-2377,18
STAFF-2377,9
STAFF-2377,9
STAFF-2377,5
STAFF-2377,4
STAFF-2378,12
STAFF-2378,11
STAFF-2378,16
STAFF-2379,19
STAFF-2379,2
STAFF-2380,3
STAFF-2380,8
STAFF-2380,11
STAFF-2381,13
STAFF-2381,17
STAFF-2383,5
STAFF-2383,14
STAFF-2384,17
STAFF-2384,18
STAFF-2384,3
STAFF-2384,14
STAFF-2384,6
STAFF-2384,4
STAFF-2385,7
STAFF-2385,7
STAFF-2385,16
STAFF-2387,8
STAFF-2387,11
STAFF-2388,10
STAFF-2388,16
STAFF-2388,2
STAFF-2389,14
STAFF-2389,16
STAFF-2389,4
STAFF-2389,5
STAFF-2390,15
STAFF-2390,19
STAFF-2390,14
STAFF-2390,16
STAFF-2391,5
STAFF-2391,14
STAFF-2391,4
STAFF-2391,16
STAFF-2392,17
STAFF-2392,12
STAFF-2392,11
STAFF-2395,6
STAFF-2395,14
STAFF-2395,19
STAFF-2395,19
STAFF-2395,2
STAFF-2395,19
STAFF-2397,16
STAFF-2397,1
STAFF-2397,2
STAFF-2398,9
STAFF-2398,20
STAFF-2398,11
STAFF-2398,17
STAFF-2398,1
STAFF-2398,18
STAFF-2399,15
STAFF-2399,2
STAFF-2402,20
STAFF-2402,16
STAFF-2403,9
STAFF-2403,13
STAFF-2403,11
STAFF-2403,6
STAFF-2403,8
STAFF-2403,20
STAFF-2404,2
STAFF-2404,12
STAFF-2404,7
STAFF-2404,1
STAFF-2404,17
STAFF-2405,7
STAFF-2405,4
STAFF-2405,13
STAFF-2405,13
STAFF-2408,2
STAFF-2408,4
STAFF-2408,9
STAFF-2409,10
STAFF-2409,9
STAFF-2409,4
STAFF-2409,11
STAFF-2409,16
STAFF-2410,9
STAFF-2410,14
STAFF-2410,16
STAFF-2410,11
STAFF-2413,14
STAFF-2413,13
STAFF-2413,6
STAFF-2413,8
STAFF-2414,20
STAFF-2414,18
STAFF-2415,16
STAFF-2415,6
STAFF-2415,14
STAFF-2416,14
STAFF-2416,5
STAFF-2417,19
STAFF-2417,1
STAFF-2417,3
STAFF-2418,18
STAFF-2418,15
STAFF-2418,20
STAFF-2418,6
STAFF-2418,9
STAFF-2418,18
STAFF-2419,12
STAFF-2419,3
STAFF-2419,19
STAFF-2419,20
STAFF-2419,17
STAFF-2419,2
STAFF-2421,15
STAFF-2421,2
STAFF-2421,11
STAFF-2422,11
STAFF-2422,3
STAFF-2423,15
STAFF-2423,1
STAFF-2424,4
STAFF-2424,7
STAFF-2424,20
STAFF-2424,19
STAFF-2425,6
STAFF-2426,2
STAFF-2426,14
STAFF-2426,20
STAFF-2426,4
STAFF-2426,20
STAFF-2428,18
STAFF-2428,1
STAFF-2428,11
STAFF-2431,1
STAFF-2431,10
STAFF-2433,8
STAFF-2436,12
STAFF-2436,16
STAFF-2437,16
STAFF-2437,3
STAFF-2440,9
STAFF-2440,19
STAFF-2441,16
STAFF-2441,1
STAFF-2441,11
STAFF-2441,6
STAFF-2441,2
STAFF-2442,3
STAFF-2442,16
STAFF-2442,15
STAFF-2442,12
STAFF-2443,20
STAFF-2443,18
STAFF-2444,3
STAFF-2444,10
STAFF-2445,11
STAFF-2445,7
STAFF-2445,16
STAFF-2446,13
STAFF-2446,13
STAFF-2447,19
STAFF-2447,4
STAFF-2447,16
STAFF-2448,13
STAFF-2448,9
STAFF-2448,5
STAFF-2449,6
STAFF-2449,11
STAFF-2449,16
STAFF-2450,6
STAFF-2450,8
STAFF-2450,17
STAFF-2452,18
STAFF-2452,4
STAFF-2453,1
STAFF-2453,11
STAFF-2453,2
STAFF-2453,3
STAFF-2453,7
STAFF-2454,2
STAFF-2454,18
STAFF-2454,7
STAFF-2454,4
STAFF-2454,2
STAFF-2454,4
STAFF-2455,12
STAFF-2455,18
STAFF-2455,13
STAFF-2455,15
STAFF-2455,9
STAFF-2455,3
STAFF-2456,5
STAFF-2456,15
STAFF-2456,4
STAFF-2456,13
STAFF-2456,9
STAFF-2457,10
STAFF-2457,6
STAFF-2457,18
STAFF-2458,16
STAFF-2458,12
STAFF-2458,15
STAFF-2458,12
STAFF-2459,13
STAFF-2460,15
STAFF-2460,4
STAFF-2461,8
STAFF-2461,8
STAFF-2462,11
STAFF-2462,2
STAFF-2462,16
STAFF-2463,4
STAFF-2463,18
STAFF-2463,17
STAFF-2464,19
STAFF-2464,18
STAFF-2464,10
STAFF-2464,5
STAFF-2465,20
STAFF-2465,4
STAFF-2466,11
STAFF-2466,6
STAFF-2467,9
STAFF-2467,10
STAFF-2467,3
STAFF-2468,11
STAFF-2468,11
STAFF-2469,12
STAFF-2469,14
STAFF-2469,1
STAFF-2470,3
STAFF-2470,13
STAFF-2471,2
STAFF-2471,10
STAFF-2471,20
STAFF-2471,12
STAFF-2472,13
STAFF-2472,17
STAFF-2472,13
STAFF-2473,4
STAFF-2473,7
STAFF-2473,14
STAFF-2474,10
STAFF-2474,6
STAFF-2475,8
STAFF-2475,9
STAFF-2475,2
STAFF-2477,7
STAFF-2477,4
STAFF-2477,19
STAFF-2478,20
STAFF-2478,12
STAFF-2478,9
STAFF-2479,13
STAFF-2479,3
STAFF-2480,3
STAFF-2480,3
STAFF-2481,2
STAFF-2481,14
STAFF-2481,9
STAFF-2482,11
STAFF-2482,16
STAFF-2482,17
STAFF-2483,10
STAFF-2483,13
STAFF-2483,3
STAFF-2483,9
STAFF-2483,16
STAFF-2484,5
STAFF-2484,12
STAFF-2485,9
STAFF-2485,12
